id,code,message,screen_name
252117785,63,User has been suspended.,dadank1
75619779,63,User has been suspended.,kimbal
2634602088,63,User has been suspended.,JaqubAjmal
93148570,63,User has been suspended.,gusttavo_lima
3781510577,63,User has been suspended.,martincarrizo_
92230638,63,User has been suspended.,ExtendoBans
30196578,63,User has been suspended.,anthraxxxx
1109532876310302721,63,User has been suspended.,wittgenstein78
773683238040662018,63,User has been suspended.,debbie_dease
242954148,63,User has been suspended.,DeeLoralei
3306140253,63,User has been suspended.,AmysandersonAmy
740385903391080449,63,User has been suspended.,SnohoMo
1055296310658519040,63,User has been suspended.,WolfMyers3
723539075697926144,63,User has been suspended.,GodEmperorClown
4819292505,63,User has been suspended.,JoAnnDwyer5
552704384,63,User has been suspended.,Martesone
1624555531,63,User has been suspended.,_Bakemono
273661134,63,User has been suspended.,HelloOElaine
1193644158289924096,63,User has been suspended.,Dee45490051
2359198747,63,User has been suspended.,juanne78
949856740014739457,63,User has been suspended.,SanchezElith
1557963656,63,User has been suspended.,cutebrute202
286596976,63,User has been suspended.,AjayPandey__
2185756411,63,User has been suspended.,hooshang1381
362247968,63,User has been suspended.,Shibumi101
3965308156,63,User has been suspended.,p4d065
1122930504,63,User has been suspended.,De_PloribusUnum
838604291183095809,63,User has been suspended.,adrian_indio
1195964727962161152,63,User has been suspended.,CiciMeerkat
701466490986504192,63,User has been suspended.,Dartagnan_Llore
2522828272,63,User has been suspended.,nasanasal
393007143,63,User has been suspended.,fxmct71
1347842186,63,User has been suspended.,Pennyrose2021
124180350,63,User has been suspended.,DRZRZ
1204536119523721216,63,User has been suspended.,HamidMu60973503
324658179,63,User has been suspended.,Y_I_S_C
757173062,63,User has been suspended.,angels_xr
306359195,63,User has been suspended.,Glendys17
749691780,63,User has been suspended.,writerseditor
837315141242871809,63,User has been suspended.,DoerflerHelen
94243636,63,User has been suspended.,MpressT
38812371,63,User has been suspended.,kornpopschain
2767886832,63,User has been suspended.,keo_billy
232936805,63,User has been suspended.,bigjason252
1184084327061061632,63,User has been suspended.,kolkata_guy
1140668272867708929,63,User has been suspended.,rrico_e
3904149493,63,User has been suspended.,caelisangelus
1075345815818960896,63,User has been suspended.,ZeusCharismatic
22251459,63,User has been suspended.,carimachet
1187136625,63,User has been suspended.,JackMarsman
247179842,63,User has been suspended.,RockOnLiberals
12004852,63,User has been suspended.,GrooveSDC
942126143980933120,63,User has been suspended.,suedlinkkritik
1150809206036938752,63,User has been suspended.,AvatarPemburu
734886501884952577,63,User has been suspended.,rosgu77
798890670,63,User has been suspended.,C_Coolidge
1581692574,63,User has been suspended.,MsVanillaRose
846439433872310273,63,User has been suspended.,AntiTrumpReport
808810136303243264,63,User has been suspended.,TracyKatz8
1340802312,63,User has been suspended.,JGanos
3918339922,63,User has been suspended.,patriziagatto3
1030649912017465344,63,User has been suspended.,maggie79222399
2226776407,63,User has been suspended.,Gert001badger
3845651884,63,User has been suspended.,MarinaRetour
446288792,63,User has been suspended.,NicoleDelepine
2371830000,63,User has been suspended.,CivicDuty1776
465973745,63,User has been suspended.,akoualong
1191137891541377025,63,User has been suspended.,wearehongkong3
323363080,63,User has been suspended.,Skonus37
1124767080597868544,63,User has been suspended.,History27361891
24925810,63,User has been suspended.,bahdum
2820680928,63,User has been suspended.,agusboy_1973
136100139,63,User has been suspended.,gerryboy10
711705264,63,User has been suspended.,Allenpoe17
894525207620321280,63,User has been suspended.,ndugumr
2310584563,63,User has been suspended.,Shambles151
2926824244,63,User has been suspended.,MOxlonge
1190350765556224000,63,User has been suspended.,Elianyer13
1249075604185665538,63,User has been suspended.,JanField13
1172706853048004609,63,User has been suspended.,doctuir
1630796316,63,User has been suspended.,hash_wealth
1091708583388110848,63,User has been suspended.,Flowerpowertric
112209293,63,User has been suspended.,outsiderNYC
2723737081,63,User has been suspended.,Michelleg51
839400396909076481,63,User has been suspended.,SClassies
3520696573,63,User has been suspended.,C_L_Mex
25669691,63,User has been suspended.,TheNoelle28
76763190,63,User has been suspended.,jdwitbeck
1253670235388784640,63,User has been suspended.,MotiurR94875416
1222885481836314625,63,User has been suspended.,RowlexTsotsi
265123391,63,User has been suspended.,meppelzuid
2355003366,63,User has been suspended.,SNTESeccion33
1149656739572142080,63,User has been suspended.,ramensushi45236
1098777704940343296,63,User has been suspended.,M0R1TA_
139374685,63,User has been suspended.,theonlyjmv
1248949334416252928,63,User has been suspended.,thefreakygeek
1223682179294793728,63,User has been suspended.,hoesucg
195579658,63,User has been suspended.,Ilbambino_11
114888147,63,User has been suspended.,Las1001rockS
1183827103848062977,63,User has been suspended.,hwasanoir
234055812,63,User has been suspended.,JenLundeCA
895250708626362368,63,User has been suspended.,dancewize07
444109353,63,User has been suspended.,repaci31
997242768463482880,63,User has been suspended.,FRESCObeFLEXXlN
1205589923073593344,63,User has been suspended.,hoodiebryon
91879962,63,User has been suspended.,LeeDestinedToBe
256135715,63,User has been suspended.,colinfbehan
1235341017735454722,63,User has been suspended.,DarkMoonSage
73370656,63,User has been suspended.,lachgar1
841571550029590529,63,User has been suspended.,naijafield_blog
769911548,63,User has been suspended.,iamolalaycon
47804157,63,User has been suspended.,Robertallensmit
149836287,63,User has been suspended.,Kendo1969
13342842,63,User has been suspended.,basusayan
1461310454,63,User has been suspended.,missmarina_xo
910284411454857216,63,User has been suspended.,sulleylaibo
2574865687,63,User has been suspended.,misterramzeey
1021792205101387776,63,User has been suspended.,Level_Foods
120575053,63,User has been suspended.,LiamSayyWhaat
65950156,63,User has been suspended.,ldmrh
960716021454819328,63,User has been suspended.,TayDeep3
1640844740,63,User has been suspended.,rajeevm45229782
74071184,63,User has been suspended.,gauravbabs
903239413613813763,63,User has been suspended.,kingilyas28
987505864218173440,63,User has been suspended.,IamSavageRhythm
972364586593665024,63,User has been suspended.,skydeerrrrrr
1249748898035281920,63,User has been suspended.,wheatstrawhand2
1231802102495744001,63,User has been suspended.,jayshree_sr
194649768,63,User has been suspended.,cosminalin
718434505,63,User has been suspended.,RothCentralNPT
746210395791101954,63,User has been suspended.,AOG523
518016000,63,User has been suspended.,Jfauci84
1036297610234142720,63,User has been suspended.,bylochkkas
320705043,63,User has been suspended.,justjai_94
2956078729,63,User has been suspended.,Yuvraj121983
36169516,63,User has been suspended.,timomouse
1216743829660995584,63,User has been suspended.,5poderinfo
4906943507,63,User has been suspended.,aizenki
1010264644248731648,63,User has been suspended.,nagoyanoito
1242009692018290688,63,User has been suspended.,Seezynotnicept4
1253005602328121347,63,User has been suspended.,courtyne_philip
815736224,63,User has been suspended.,ValdaniInc
1196528770586497025,63,User has been suspended.,b_bounce17
2238081384,63,User has been suspended.,hyojinsult
963426047713796096,63,User has been suspended.,AirAleDescarate
1134549422,63,User has been suspended.,InMyOwnWordsJam
1060619739318378496,63,User has been suspended.,iYungblogger
545042753,63,User has been suspended.,imblack_Vinodh
1150751786229293056,63,User has been suspended.,ele_inc
3149010305,63,User has been suspended.,TadilNa
732346829602361344,63,User has been suspended.,9DannyLove9
935981828099444740,63,User has been suspended.,MrsRothKinders
1083085860101386241,63,User has been suspended.,IamAbdulganiu
822858313033510915,63,User has been suspended.,wpassessoria
1162761214172258305,63,User has been suspended.,flwerhyuck
1092753808281747456,63,User has been suspended.,sonerezma7
1166760841745752064,63,User has been suspended.,Eshin_buruku
1009097343273242624,63,User has been suspended.,BolaBurner
717405163367993345,63,User has been suspended.,rajapandit5678
28755768,63,User has been suspended.,wearekipre
1474824608,63,User has been suspended.,Henryabbruzzi30
2495086962,63,User has been suspended.,RouquinPerce
173357522,63,User has been suspended.,sourevermore
781896890879049728,63,User has been suspended.,chotesharmajii
887186981481963521,63,User has been suspended.,tomftmarvel
1133360805582258176,63,User has been suspended.,BullseyeConsul1
892536193166004225,63,User has been suspended.,dionnewarwickjr
1099983175760134146,63,User has been suspended.,Smile_Et_SMILE
236261349,63,User has been suspended.,ATLMetroState
15699792,63,User has been suspended.,valverdejose
1066147894124789761,63,User has been suspended.,LOKICROWN
708035683,63,User has been suspended.,SAMOYEDCORE
983355227528196097,63,User has been suspended.,angeIsgold
82392096,63,User has been suspended.,ABGratton24
321912082,63,User has been suspended.,ASSEsqEixample
788805342,63,User has been suspended.,Nagendra_Engg
283825902,63,User has been suspended.,darlenegrc
1215047730566959104,63,User has been suspended.,rt_kiara
286384705,63,User has been suspended.,FatimaAyc1
3254439458,63,User has been suspended.,BANGTANPRlNT
66148070,63,User has been suspended.,ayukiss
15324952,63,User has been suspended.,borr
16526677,63,User has been suspended.,DrBillH
1056191565499117570,63,User has been suspended.,ghostrrboy
822775911741128704,63,User has been suspended.,Berozgar_Shoaib
1182539309863198720,63,User has been suspended.,trgician
1239869976116330496,63,User has been suspended.,alexismfaneiten
1251117317653577729,63,User has been suspended.,officialrahul_v
356958502,63,User has been suspended.,lorelaiprentiss
3372061269,63,User has been suspended.,garymason479
133158365,63,User has been suspended.,Portuguesamava
1081102508574031872,63,User has been suspended.,Ixybright
1075367843095404544,63,User has been suspended.,bluehearte
1178233500786417664,63,User has been suspended.,livsdelena
1060732238030090241,63,User has been suspended.,weizsmura
907119284656128000,63,User has been suspended.,airtvpm
