id,screen_name,bot_score
289118612,TomthunkitsMind,0.7966368747455678
1226559372974706688,Dooiz1,0.7998362042473794
283604227,AndyVermaut,0.8021481695167405
317671787,Bonitapip,0.4197222421546159
100986964,PulpNews,0.8457543526336647
976166899,FANTASTICRADIOO,0.7966467093695401
955454252851384323,ZyiteGadgets,0.8524047631581662
1240761596894416900,iWeller_health,0.8076035454448582
763557177923481600,DarkMatterzine,0.6004883262510591
937962626222497793,dev_discourse,0.8395863545645614
49404200,DespabilateNews,0.8524047631581662
1232487030959026177,GlobalPandemics,0.8524047631581662
1090879834740256768,nd_reporters,0.7989890411370751
535702373,sergeblote,0.8100783815308749
183364751,officialsoibibo,0.779581525363529
837896553868083205,RealFreshRadio,0.7989890411370751
28096651,JCSura,0.8036706514015852
92356864,pcgame,0.7964100716330078
221486871,AmerHoy,0.7826357858330618
78851624,usagi_anime,0.7384783166429812
578353910,Han_raha,0.4756769663222349
1092120433476792321,Knewz_Currently,0.8076035454448582
2280206959,mlnangalama,0.7983123643488195
1236273574895329281,MrDJones,0.7983123643488195
174022704,TulioNoticias,0.7939576449836836
707316591453724673,zlabiz,0.796599114745521
1045994888909606912,TimesofNewsHUB,0.8036706514015852
300045480,Libreinfo,0.8076035454448582
152358615,Melhathnofury,0.4756769663222349
1179710990,OccuWorld,0.4756769663222349
65109514,OmarHaghi,0.7989890411370751
82350646,globalissuesweb,0.8036706514015852
1220711048149291008,marciojmsilva,0.7176911080698488
15007299,abrahamendieta,0.7546218700467833
703245612838477825,ElNacionalWeb,0.8199148539199458
1652541,Reuters,0.8287549877594508
1221322841569628160,Reuters,0.8100783815308749
1016915990737838080,TraHo9,0.797782173166965
1256819020726177792,Independent,0.796599114745521
1191855827667128320,ZhangZhulin,0.7384783166429812
30846824,laura01571825,0.7470839770895665
172663780,stevetwilightim,0.7971250161607958
1007725923720835072,NewsfeedsMedia,0.8524047631581662
3534222021,DigitalGwp,0.8054784364249085
1066972567943053312,aajtak,0.8199148539199458
14788211,Mondaq,0.8457543526336647
15723264,eprnetwork,0.8199148539199458
20781852,saitamatu,0.8076035454448582
1088482863841005568,Orgetorix,0.8008799175144752
228010353,Newsenm,0.8287549877594508
1258697506961207296,julientran,0.7971250161607958
1214239561598951428,isearch247,0.8395863545645614
1195631817950400513,The_News_DIVA,0.7966668301280437
772667836384874496,watsupafrica,0.8036706514015852
30701862,shehzadyounis,0.816204310368583
1238958845621231616,dubvNOW,0.8199148539199458
1217293817210200064,skinnergj,0.8054784364249085
1034559695808356352,andjo_annie,0.7967206940193189
920263298,ComplexSports,0.7892294694438972
47596019,RachelPatzerPhD,0.5778862084370772
7587032,SkyNews,0.8054784364249085
19889168,Notimex,0.797782173166965
6509832,AndreinaRoldan,0.7668769621923945
355989081,ANI,0.7998362042473794
37034483,GerritvL43,0.7973765977480777
34713362,business,0.7973765977480777
1454502163,mymackie,0.8036706514015852
91316071,WomenCodersBot,0.8339181685112829
47274731,lokman8564,0.8054784364249085
330826792,rapplerdotcom,0.8008799175144752
87818409,guardian,0.8339181685112829
275754256,truf8ke,0.7892294694438972
69271273,daily_trust,0.7966368747455678
1341462944,jeanbirch1001,0.7470839770895665
773464521549709312,FLUMEED,0.7287106185584935
291585081,jeanwyllys_real,0.7668769621923945
2828470096,ElPitazoTV,0.8395863545645614
17163446,FelicianoValen,0.7966368747455678
2941644267,EfectoCocuyo,0.8524047631581662
34245009,djrothkopf,0.6414184221423734
124171593,WesClarkjr,0.5539725719744064
37928746,HIROMARO_usa,0.812935016236137
147589125,bibonunes1,0.7965971518887632
2392460208,AFLCIO,0.6004883262510591
2705273238,zozohongkong,0.5027122940873614
55060090,realTuckFrumper,0.8457543526336647
1239174521476788227,dawn_com,0.8339181685112829
824173123,repubblica,0.7967206940193189
21707108,TabithaStevens8,0.6915799517497913
1666873268,56perumal,0.797782173166965
957575197,helenyg,0.812935016236137
2380259108,Zero58533086,0.816204310368583
22240612,AlArabiya_Eng,0.8457543526336647
8105922,clarincom,0.8524047631581662
17128975,CNNIndonesia,0.8287549877594508
946686426,ANCALERTS,0.793087009461318
252751061,Quicktake,0.797075908158591
588218513,TechCrunch,0.7973765977480777
68927629,Danny_Walterr,0.7053377817049258
151085945,VilaWeb,0.8054784364249085
1486117886,SamSmith_PhD,0.621687023966582
1188519471167791107,holywell_john,0.7287106185584935
79130206,pengmanmodel,0.7470839770895665
16664681,latimes,0.7952555385005927
221378668,ReporteYa,0.7971738960175367
3129387117,latimes,0.7966668301280437
815505489119379457,denuribe73,0.812935016236137
136920216,fl85,0.7384783166429812
106669711,bernamadotcom,0.7998362042473794
1246102940626178048,cbtuck62,0.8076035454448582
3088796493,bernamadotcom,0.7973765977480777
102098902,EddyJokovich,0.7961080923981387
84398622,datukhensem,0.7053377817049258
759251,CNN,0.796622208632847
38142380,JustinWolfers,0.5539725719744064
331383958,DrRJKavanagh,0.5027122940873614
19432346,AliHumdani,0.621687023966582
203123011,CTVNews,0.8199148539199458
69416519,infobae,0.8240917140475522
5654932,MInfraestrutura,0.7965971518887632
1494835716,HealthyFla,0.7971250161607958
2483954344,Evcoc54,0.779581525363529
33884545,CNNEE,0.816204310368583
1116984110,PatrickSlavin5,0.812935016236137
21783395,MarcelloTunasi,0.6763619064808265
7827962,infobaeamerica,0.8100783815308749
1131352537,Tingaling007,0.8100783815308749
24733117,jilevin,0.796599114745521
16715398,ismailfahmi,0.7668769621923945
519706573,GMB,0.796599114745521
1245970857031131136,Oht20media,0.6004883262510591
38142665,le_Parisien,0.7968624754031172
49616273,globaltimesnews,0.8054784364249085
85318467,CasaReal,0.8287549877594508
826283663658737666,cybyst,0.7717813288270262
2097571,cnni,0.816204310368583
15872418,ABSCBNNews,0.796622208632847
51378153,liz_allder,0.7892294694438972
709795307500908544,swissbusiness,0.8008799175144752
72906858,marketstodays,0.7939576449836836
570927672,ILoveBooks786,0.8054784364249085
28785486,ABC,0.7966668301280437
487118986,XHNews,0.8524047631581662
1343382872,XHNews,0.8054784364249085
55655935,NZStuff,0.8395863545645614
37950212,ThaiPBS,0.8240917140475522
870278354401771520,PressRelease_cc,0.8524047631581662
1334838757,AHindinews,0.8076035454448582
903134977,drpatfarrell,0.7892294694438972
706820958741356544,Alyssafarah,0.7546218700467833
1220223047530991616,SouthGujarat,0.7998362042473794
1133746146852167680,livemint,0.8240917140475522
45727914,vajapeyam,0.779581525363529
23786106,ChrissieGrech,0.7668769621923945
250425415,IndiaTVHindi,0.7998362042473794
1244495191895093248,TodaysNews24x7,0.8021481695167405
1168338181630173185,ThaiPBS,0.8100783815308749
1116776164666822656,CivilDefWatch,0.796622208632847
953608339874861057,medcom_id,0.8524047631581662
17990267,elite_wheel,0.793087009461318
1147370906416644096,kompasiana,0.8100783815308749
2965713200,NewsDigestWeb,0.8395863545645614
20751449,the_hindu,0.7966368747455678
3272301115,Panawahpskek,0.8240917140475522
1056850669,airnewsalerts,0.816204310368583
33989170,LANACION,0.816204310368583
18071520,lalalunable,0.7998362042473794
456426648,SamLMontano,0.4197222421546159
37796310,pavelphoom,0.4756769663222349
9075022,RPPNoticias,0.812935016236137
14834302,elespectador,0.816204310368583
49800332,Meernaa89,0.7952555385005927
19489239,Jerusalem_Post,0.7966368747455678
35785401,UniNoticias,0.7989890411370751
832891301469249536,Abuelissss,0.8021481695167405
145802745,therealmissjo,0.4479465575931997
169018518,Y2SHAF,0.7946723107742963
104521047,nhk_kurogen,0.8339181685112829
18016521,WTHRcom,0.7967247202742335
880236046897860608,notice_com_ng,0.7973765977480777
1934758884,BurtsBikeBits,0.797075908158591
719406413416501248,TeeMichelle57,0.779581525363529
916335048,GiovanniRoi,0.8457543526336647
8091552,HPTarget,0.812935016236137
195065032,Gate_15_Analyst,0.7470839770895665
1094896495894118400,EconomicTimes,0.7965971518887632
864963501227487232,VOAStevenson,0.8395863545645614
975884102879535104,drehorgel123,0.7971612475312038
771241998,bde_1960,0.7470839770895665
1158475396305891335,Shorouk_News,0.8199148539199458
1245788076712042497,tryinghard1234,0.8524047631581662
255925055,laizet2,0.7966368747455678
2354323903,noticies_d,0.797075908158591
39225438,diarioelheraldo,0.8240917140475522
17548080,Libertea2012,0.8054784364249085
20562637,BusinessInsider,0.7967905786038864
128609455,Adnkronos,0.8395863545645614
1096522102952390661,SkonieSkoop,0.7852210697594887
92677101,DLeonhardt,0.7920317685697057
1230271051,telediario,0.797782173166965
1715434532,CoronavirusCD19,0.8457543526336647
582282658,Megresistor,0.8076035454448582
25676606,Adnkronos,0.8240917140475522
829478992768008192,JoeKing3333,0.8054784364249085
69172612,arabnews,0.816204310368583
18936284,v_shakthi,0.7546218700467833
1422241538,ronniechoichoi,0.797782173166965
373978904,SalmanNizami_,0.4197222421546159
23922797,SCMPNews,0.812935016236137
413428207,DailyPostNGR,0.8395863545645614
38647512,DBChirpy,0.7611878625273879
27404490,mrbenwexler,0.4479465575931997
2768501,abcnews,0.8100783815308749
25393191,ByrningBunny,0.8395863545645614
65382842,asleather,0.7384783166429812
121597316,adrianlimcheeen,0.7826357858330618
22594051,staronline,0.8021481695167405
1242835722622521344,sfchronicle,0.7968599400514179
2491166294,canarias7,0.8287549877594508
152917502,Cooperativa,0.8100783815308749
17462501,sudpresseonline,0.816204310368583
220488733,CoronavirusNewv,0.8199148539199458
1205703631841841153,ntvkenya,0.812935016236137
827352581953482752,Bbnaijastar2020,0.8100783815308749
1326309806,HeraldNG,0.8199148539199458
944084837723389953,RichardGEarl,0.8339181685112829
900122660537077762,Metro_TV,0.7998362042473794
2761592377,News18Guj,0.8240917140475522
111556423,DailyMailUK,0.8287549877594508
1534478574,ResearchEpi,0.7176911080698488
1238512413953187845,elnacionalcat,0.8036706514015852
22926365,Tagesspiegel,0.796599114745521
1312564136,tatafo__tony,0.8100783815308749
2245561992,tracyjaneBaker,0.7546218700467833
78296062,a35362,0.7989890411370751
31573982,News18Bengali,0.812935016236137
500710033,SimpleMacSmith,0.779581525363529
1244859483848871937,PabloOk47,0.7717813288270262
2985342471,thomaskaine5,0.8339181685112829
72937865,EINPresswirePR,0.8339181685112829
741220814,Tagesspiegel,0.8036706514015852
3064266184,mendez493,0.6004883262510591
1232553198671597568,tele6cayes,0.8036706514015852
1017531362,GODZILLASLAYS65,0.7852210697594887
208995765,mataonline,0.8524047631581662
17895820,CiudadanosCs,0.797782173166965
147827317,qatarday,0.8054784364249085
981192553738354689,RipplesNG,0.8339181685112829
248794070,MSNMex,0.8524047631581662
817652,ptcnews,0.8076035454448582
25924647,KoryBobrow,0.7668769621923945
1151874525518155776,BluRadioCo,0.797782173166965
622082899,biannagolodryga,0.4479465575931997
20678866,Thedwardsad,0.6414184221423734
24920395,madrid_mike,0.4479465575931997
17813487,NoticiasCaracol,0.8240917140475522
37185132,Realblack212,0.8021481695167405
15561794,Daily_Express,0.8240917140475522
3844814369,aracng,0.779581525363529
861834848113217536,ajaymehta02,0.7939576449836836
1115874631,Foy_Steve,0.7983123643488195
1465060494,okaz_brk,0.8199148539199458
388084044,MENnewsdesk,0.7966368747455678
275487233,opsiin,0.8339181685112829
731398333177044992,Alex_Albert,0.8457543526336647
176979194,miguelpr83,0.7717813288270262
147067372,ClippingBoss,0.796622208632847
70394965,citizentvkenya,0.8339181685112829
281093385,DDUttarPradesh,0.7973765977480777
831678918,rohannsharma,0.8008799175144752
1235554537244700677,cronica,0.812935016236137
1173670465220595712,teleSURtv,0.797782173166965
2196255720,0pinandoand0,0.8036706514015852
1620808526,citizentvkenya,0.8008799175144752
55260264,Satiristas,0.7384783166429812
1035283377614675969,TReporta,0.7998362042473794
246107898,allafrica,0.8199148539199458
939964624711057412,cancerbero_real,0.8100783815308749
1159912100170522625,Mario_Moray,0.8287549877594508
991822214709248001,larazon_es,0.8287549877594508
2836421,MSNBC,0.796828494732411
17347668,patcondell,0.779581525363529
84613584,Pajaropolitico,0.7998362042473794
18461620,SenorCaicedo,0.7967905786038864
296044994,pepsabater,0.812935016236137
31678345,michaelpurvis64,0.7966668301280437
14173315,NBCNews,0.7973765977480777
2382060517,AIRNewsHindi,0.8021481695167405
44728980,Owiraowira,0.7826357858330618
1214315619031478272,Mediavenir,0.7983123643488195
612473,MNBobster,0.4756769663222349
68577507,jakpost,0.812935016236137
26971429,FaiDidi,0.7759887465100499
145535271,swabhimani1,0.7717813288270262
109220563,ntvuganda,0.7907586934369296
1598812760,nicojanssen,0.8076035454448582
172623790,kobeshinbun,0.812935016236137
156464691,KRLS,0.795728227940139
1168472395,CISFHQrs,0.7546218700467833
739042814755901440,News18TamilNadu,0.8339181685112829
606571099,sharrzam,0.4197222421546159
799718923541291008,CarnetDLaPatria,0.7611878625273879
2517015932,benpershing,0.6004883262510591
67358777,BW,0.8199148539199458
1079310252,MoscowTimes,0.8008799175144752
1178779289438887936,NEWSWORLD555,0.812935016236137
296592711,jramiroMX,0.8199148539199458
1207488532459085824,Finnegan1Katie,0.8054784364249085
3364337897,oneindiatelugu,0.8054784364249085
964770359814868992,BW,0.797782173166965
180696019,MiLOKMAT,0.8287549877594508
1154659501179457536,scotnews_edits,0.8457543526336647
603680617,firstpost,0.7966368747455678
21578604,ugotGod,0.7546218700467833
26479122,gene038,0.7973765977480777
292906969,Sheeraz037,0.8021481695167405
906225484861767680,jramiroMX,0.797782173166965
1084373905605840896,iBoldNews,0.812935016236137
2387282786,trending2020,0.8287549877594508
486753729,cuenta_tu_caso,0.8076035454448582
1233969901,JoseLuis_14_68,0.8524047631581662
207854679,lillydessi,0.797075908158591
70751911,kygen,0.5288664776112156
1248972932208001024,GetNewsd,0.8199148539199458
34206701,JerryGracio,0.7053377817049258
126560662,Zehub,0.7967247202742335
76326683,rajasekharaa,0.8457543526336647
17830429,TBChronicle,0.7874002196908744
