id,user
45625066,Catps06Stn
92739201,navycapital
14148802,kalderanews
229339679,ATLTechBlogs
635750362,SpyDoggie
948683648,Forbes_Mexico
2820687161,kapookdotcom
41147623,canal_44
1223315284129468416,hfocusnews
1093542752468516864,Forbes_Mexico
1263299714532827137,municipiosefreg
91253268,ebredigitalcat
57385969,MestizoNews
1220727181833314304,s3bland57
1237515917598351367,HOYTamaulipas
68045552,Zaeni65
2582583661,mipuntodevistaa
3632201,fajaronline
940435114688888834,ldhnoticias
1232284419978719232,News_Boerse
539024287,RTenfrancais
2167566378,Notipeninsular
22214972,today_worlds
745928450314276865,sunehradaur
50132431,techami31
322668754,CAPITALNEWS7
121135227,JapanGazette
977459660189044737,schoolmoneyorg
2191703192,democracynow
1179681679817920512,INNNEWS
2985614399,tempostretto
120097058,BilalSunasra
3018077278,PausaMx
353591885,murcia_com
773436783593984000,KelingUtara
60999597,Refess
927296800742170624,kazuhiro_yn
2236835221,RcRegalstarfire
59381220,trumpwatchapp
31577674,YonhapNews
2218794558,MSNMSIA
487968444,gistshub
408552212,ActaSanitaria
69506712,love1045fm
45261535,elmananarey
128713577,ithermalcameras
39628323,mutuellesinfo
965831602403078145,RSScockpit
1008200743252193281,gasfuel
3296274987,DiarioCantabria
1239760269741453312,CInfotracker
260217132,NitroNewsBrasil
53243190,nguoivietonline
2894327814,discovernauts_d
53862223,SahalFarhan1
84674034,HiNagendraBandi
1409219496,disabledsenior
140217913,viralnewsinUS
1200784868113670144,sonmuhurhaber
54641489,BambangPeha
3152216312,UniversalStats
463782793,iGloobe_info
838321345570156545,NewsQuicky
123622674,FunkeBerlin
264774473,MashrakN
1112283306186457088,Pjw20161951
4701767429,brecherobr
1237198522866216961,ChernigovOrg
2491390638,BabeTruth2
759873092,asiasanchar
1149748580200124416,AciertaOaxaca
2646923159,Ign0rant_Girl
48992513,ThomasJankow
18954425,liderweb_mx
725832018492329984,vision_kashmir
1182679354804817923,StraNotizie
38492736,www_sesin_at
1549651490,jcmarbury
534173370,vivere_sardegna
727865330,ICEHInvest_News
49998704,voiceofbongo
45321943,Informedios
42912666,noahcameron21
462310129,rhotwire
249074679,Vishalverma111
54479333,DMV_Coronavirus
92274317,GujaratHeadline
367396547,ELBRAVOMX
67653749,smninews
995712270477885440,dineshchandra04
3121168263,ZH_Freed
35466620,MontyBoa99
48817182,MarilouGeorge
1113056100964884485,jcmarbury
105693162,globalxmagzine
1247805317066317831,sexologorvmc
224949581,EducationNews_b
1248935725833150464,CalcDay
495061709,Waqtnewstv
5628622,KosovoOnline
1199495844300558338,BudGothmog44
975634675501879296,csbnnews
799032032017993733,cnm_mv
160841431,VersionFinal
156879708,TheAsianInduk
848049859164864512,noticiero001
55665976,InstitutoCato
106574974,Lixl99742261
558293436,regan11218lane
1231590638,Lynne04289004
372390671,bals_theater
1254252884591628288,trapani24h
2511805574,Arjunkgopi_
5508672,mcebisco
987325061064544256,eldesconcierto
821018165358587904,novy_region
1263844698,Ecodiariozac
872163574587809792,humasdusel01
742211562,TheYdraft
832052154198327296,irwandi_sry
1215600927555629056,code_name_v
263607988,small1ldy1
998828120525373440,DesheBideshe
149068012,AU_DehradunNews
1176180167871520768,GazeteRuzgarli
1256479948619030533,6nsinvt
852330883,Xenohadi
728653412909371393,tusciaweb
747595153079078912,rationalreview
302554178,levante_emv
19284888,TunesoundsMusic
2453589242,Nicochan33
1173540348754300929,ETAuto
26526284,diariochihuahua
296612576,olddike
401472150,WArjasa
719969897388863489,abccordoba
1248709435360284672,RadioNordesteOK
130673615,Stettlernews
241406440,Mexcan6
34664371,junichi_suzuki
1042464742101721088,OGlobo_Mundo
7612242,LargeSonLogic
317700874,diariolaopinion
2192897330,Joglosemarnews
1169344521102118913,omjadhav9950
58260131,webdevalencia
2171133420,TelemundoSports
1175610389771497472,ecu11com
48434142,tusuksate_net
353607215,LaRedRevela
1251183970819039233,THENEWEST14
76736107,media_arahkita
1224216322403209216,Unfreakin
896659679148822528,AgenciaElVigia
1045943081118269440,ElDia_do
927446326261964801,Almomentonet
16909343,dontpanic1955
1249654389318524930,reconstituted17
1236288107131142145,imperianews_it
966135407300829185,Myway69474741
1972817654,surgiu
706357166,MyGrannyTheGeek
1374608696,TelevisaSON
1492801,derStandardde
1001882781012709376,UpNewsBot
1002574478658990080,TyCSports
1397536429,ucinoticias_pe
896220510236942337,lavozdexela
29430922,GistAfri_com
827167115308388352,DianeMo24012416
1006960540067848192,DinamaniDaily
135656427,BinaryOptionEU
1210159531617071104,TCricare
258028489,alwihdainfo
1963281709,brailynmoca
822812746362351616,reporaso
2237214146,BarusArus
65930088,FlashAlert_me
213099999,quejastabasco
981509129683349504,IbnBharat
200977501,enlagrillacom
3224015474,DRAGON_XFILES
2169381486,rahbarlaw
3406890237,Bagongofficial_
16472218,arano2015
1231151156,CountyBradford
15137097,vitorinodapeste
2365979016,Portafolioco
3673243396,GulfInsider
103337452,jantaserishta
133665079,msiagazette
99331852,JChapada
273844019,abc24al
963389028,bill_21c
1344254024,leakblast
72820731,baluchexpress
31168926,ConservativeUT
94844864,xpshiscoa
1096537972772651009,gnkamat
398273794,KazAkparat
1139024857348227073,EveningNews
15910775,Gestionpe
2805911260,LaStampaTV
1103466379871641600,jennyikeji
892857223591862273,avanewstv
64385029,Yesa_Lie7
242485552,despacho505
22143216,LFNewsBahia
946465612305281024,Ragurams11
2168176323,irpiniatimes1
7885752,RdGuaibaOficial
913866705264365571,OnlineWebMediaS
1216436361529454592,csinformacion
2326035948,Israaesther1
2315474990,letranthuytrang
20796192,de_rt_com
695317057555034114,YahooFinanceUK
902303180641505280,PolsekSlogohimo
462209717,corona_num_bot
1239929411304067075,MuroPoliticoMX
296730312,informacion_es
981499554,Republica_com
567278796,1NewsBrasil
1321056338,BizFlying
177305931,AcessePolitica
1122958534751203328,Caked46079265
221313234,PhillyDailyNews
1183638656109535232,noticias_tvperu
2770068195,MonJournaliste
164777194,iLeyes
828399358202613761,PatriciaBride
631648472,bassairpinia
280064371,BTrannoy
16794066,sumariuminfo
24787367,DiarioTalCual
803962936213602304,garware1
1189799573977358336,HomeBusinessCen
3233400546,play_flag
70076411,RadioKlasikRTM
1269447511,MediaDusk
1018921,zonacero
1187534628,InfoSecHotSpot
4872898460,tamilflashnews
2847900721,journalist_cafe
16926232,SupapornSnopek
1044179818395271168,newinformers
158313996,kapookdotcom
927609590245556224,iPicNews
342981745,elsiglodigital
250564463,NickB09121299
1223172231003422720,SigloDurango
279807977,elpaishn
927583859377623040,ECEspana
8062702,ThaiAmuletFair
1001488007126450176,covid19_xix
1010320423752368129,FAZ_Politik
775445122817351680,ReutersJapan
747966400115912706,h24news_in
945800022150574080,sabulosaa
402694379,June_r57
2827135812,AmyMWilson88
175514174,segurosybanca
166594238,TheTobster111
189933737,threesocieties
749065941028376576,informagene
34399950,appealhyoka
20816085,OdionSuccex
1234748147886215168,NueveCuatroUno
701207138,corpusalbus
997924072380973056,sjmn777
1108416564238258176,enfoqueinforma
2272071241,d24online
1192444113993576449,hutudole
89047374,TOIBusiness
1242153613943803904,cinhabernet
873537668130275328,naiz_info
7204752,igent_io
29959949,alaturka
1078419185968074752,ojeconomico
1239098166391312385,PPunggelan
169542449,MetroEcuador
1095017849033318401,tempoweb
237020420,bcuriouswithme
940235178647068672,LosAngeles_b
2459784158,EbrimaJadama15
998549226,GampingPolsek
147858574,Abulhas86288905
21690687,ComentarioUdeC
713002748,bengklmahaputra
450714598,MeaCulpagr
193743691,DesiChicFashion
1256398205518000130,Netty94732003
139352461,ChicagolandArea
1121382796495392769,SunnyKu88280451
14842285,KecSumurbandung
202782532,urawamisonotds
3183225837,Naijasurfng
206911231,FreeSpeech_0
52615210,ManojSansare143
531565758,paulmcclintock
1181058490774642688,PerCapitaDeaths
465085399,KelownaCapNews
57774733,IntermaxFun
601113942,Naijaray_com
142883006,RFazoo
2359537176,jayoung1892
19130934,milligazetecom
97398694,firmenpresse
2822699110,LaPrensaTachira
709505904,France24_es
2820027419,AquiMadrid_
18999969,DrDinD
21181806,Brandy_Shp
984347149625380864,XHVXTabasco
1223526209692160000,caracolguaviare
164060315,ENTERTA62718764
934399189,Ruptly
888399761128267776,KODIM0726_SKH
823255657902129153,GacetaUcayalina
1637148362,EsDiarioPopular
2770921232,News18Punjab
2462775674,ArkasLtd
14674957,Mauro73432329
142793710,MiDiarioPanama
1248237237285933056,annarbornews
