screen_name,score
mercola,0.9995
RobertKennedyJr,0.9833
DrButtar,0.9999
unhealthytruth,0.9946
sayerjigmi,0.9998
KellyBroganMD,0.8817
DrChrisNorthrup,0.9682
kevdjenkins1,0.9998
