screen_name,score
agabus98,0.9988
bbcbrasil,0.0939
klikwarta_com,0.0354
OpIndia_in,0.1387
ntvde,0.1748
network20news,0.0081
Tp24it,0.8496
hyd,0.9549
lacuarta,0.0145
Amruta2806,Error
thelucipost,0.1515
WorldEconomics,0.2427
solhaberportali,0.9207
Blackcloudente1,0.0080
heraldodetab,0.0373
phealthtips,0.8572
ndetabasco,0.2408
TOIHyderabad,0.1613
ppfoodru,0.0013
KoranBUMN,0.0041
PoliticaChubut,0.9325
DiarideGirona,0.0488
haberchannel,0.2274
svz_de,0.0927
eeynouf,0.9952
Lucena_cps,0.9793
metacintakasih,0.1349
untukpekerjaan,0.0615
BSE_News,0.5654
noticiaminutobr,0.0000
Sp1ndex1,0.1560
StampaTorino,0.2529
DiarioPiragua,0.0166
donmediaro,0.2985
Santaportal1,0.9173
mobilsocialfund,0.7681
TravelLeisure,0.7165
RedRadioVe,0.0661
thepacificpost,0.2762
izafoodie,0.6767
InfoMdpya,0.4348
BestArticleNet,0.4154
EIPGeu,0.9881
BMaradekaya,0.9173
BloggerHania,0.1435
goteanews,0.6542
ikz97996936,0.0193
alameda140,0.0376
leggoit,0.0830
Decenthome1,0.8805
laprovinciacr,0.2095
cyberse49333188,0.4873
prazapublica,0.0663
TruckThatFump,Error
JornalGGN,0.1211
easyclean,0.9903
bulgarofficial,0.0018
AjiBara8,0.6899
YouthouseN,0.3039
chicagopixels,0.0637
BNPB_Indonesia,0.0003
ElChacoInforma,0.1535
Playlistgh,0.9971
desitrends_in,0.3154
newsizz,0.1203
zadoff1,0.6255
libertaddigital,0.3729
RRIPrograma3,0.1451
gazeteyolculuk,0.8019
LABUANfm,0.0023
HQRingtone,0.0648
eidiseis_news,0.0038
ghaith_alain,Error
jcarloslh,0.0062
UniondeMorelos,0.0591
portalclickpb,0.9173
Turismo__OPB,0.9203
patesalo_e,0.9997
indonesiana,0.4283
media_pta,0.8202
Ahmednagarlive,0.0012
wikkitimes,0.3687
izvestia_ru,0.0044
TimesHms,0.0026
213_news,0.4778
EUSchwerbehind1,0.9934
focostv,0.8766
Sahamdomin,0.5107
MoGhonemy,0.8591
news_mynews,0.5692
NitinGu40497869,0.0367
EstateBadger,0.4259
alex_kovaleski,0.9548
ElIlustrativo,0.6873
eckvilleecho,0.9413
Mohd_Arif,0.0997
mignewsfeed,0.0398
HoyEstado,0.0508
fcuking_news,0.9651
UfacityNews,0.0094
forsomeone_001,0.0005
agora_rn,0.0240
UnioneSarda,0.4976
VernonNews,0.7465
Remicanada82,0.9240
ilwareed,0.0643
AlagoasAlerta,0.0002
Kewouloinvestig,0.0199
msn_italia,0.6391
us_news_com,0.7773
OkdEconomia,0.8621
kadokawastore,0.4840
stockguy61,0.1238
OleVetUSAF,0.9940
Humaspolsekwaj5,0.1098
botthatbreathes,0.0877
TamilExpresscom,0.1140
c_susim,0.2074
araguaianoticia,0.0097
SatpolairudP,0.0183
RoyaNews1,0.0120
endqr,0.0017
sebastienbardou,0.0214
xm51000,0.9925
J_Renovacao,0.0059
MSNca,0.9742
azinsah,0.0001
LynneAShapiro,0.8224
newkidatthis2,0.8904
ladalavara,0.9868
aredacao,0.0020
DA_DEMOCRATIC,0.0803
4annegs,0.6704
Venezolanonews,0.4476
meneame_net,0.2372
oui_xoxo,0.8925
DialoguemosINFO,0.2504
MrTAchilles,0.7675
id_aksi,0.2824
HumasTebing,0.0017
StkArcNews,0.0709
Way2gosassy,0.7311
RedMasNoticias,0.3466
thepressradio,0.3475
region_center,0.1115
VoceAmicaItalia,0.7723
Lv5Sarmiento,0.0970
NewsTimes,0.4995
euflavionunes,0.0005
asugaul,0.1025
TodayBangalore,0.1091
DaraWehmeyer,0.9851
CABLENOTICIAS,0.2666
BenHillCoEMA,0.0241
illbedamed,0.9957
AzriZAbidin,0.0004
NotizieAbruzzo,0.5036
bhambizjrnl,0.2667
CanadaNewsblog,0.9828
Bablu53676938,0.9794
LocalBusPod,0.0288
FeliciaCMcLin88,0.9950
DiarioNoticiaI,0.0061
persistentpengn,0.9598
tv1_rtm,0.0014
yournews_gr,0.0025
WhatstrumpuptoW,0.1023
aandachtslijn,0.3264
GetCalCISO,0.5446
Pragma_News,0.0221
RealNoraC,0.9939
G0MBAL_,0.2605
diariomedico,0.1524
soenardo,0.0076
DialoguePak,0.0143
HexReview,0.8827
CollectedTimes,0.7920
sigap88news1,0.0179
lojanandemoaru,0.0637
sunder_barange,0.0045
restartech,0.1669
AFmedios,0.8856
diario_objetivo,0.1275
KodeeRolden,0.9539
InfoNewsKam,0.1948
SGLocalNews,0.1833
GlavTW,0.2195
NOTICIEROS7,0.5922
denunciazr,0.5460
MxicoNoticias2,0.3217
KenChecicki,0.9942
KathiInCali,0.9752
DavidaStaab,0.9862
Live_Cities,0.0031
UrbisVeracruz,0.1092
ConclusionRos,0.1243
AlfredoAlvarezz,0.7395
ElAmaDeCasa1,0.5585
twoVoxdotcom,0.6642
PaoliMichele,0.9244
polantasbali,0.0175
IPolsekta,0.0103
punedaily,0.5688
MJRowe2,0.8123
DziennikPL,0.9955
prensaregional_,0.0763
amt_online,0.6822
TheOpinionPoll,0.9213
AguajeroRD,0.2798
TotalMaineNews,0.8376
lanuovasardegna,0.5686
inshaua,0.0091
wien,0.5718
freebiedeal1001,0.8812
arabtimeskuwait,0.8965
rasainforma,0.2951
Reporter1_TO,0.0011
cugatmedia,0.0242
HaluanKepri_,0.0657
WooPinkNews,Error
Tele_Nicosia,0.1245
CNNBusiness,0.8979
saanichnews,0.8628
AP24x7live,0.1509
PueblaHoyMx,0.0359
wlsnGGUtHFfNxHv,0.9789
NewsMakerMD,0.9707
StopCorona_bot,0.4661
eldialp,0.0227
OfsMax,0.4546
capitanbado,0.0125
WillChill9,0.7217
ArabyOrg,0.7233
LaRegion,0.3886
ColoHeadlines,0.6282
COVID19STATS3,0.1094
murrayb560sl,0.5553
Pressafrik,0.0118
AllThingsCBS47,0.6066
ZeeHTelugu,0.3154
donna_impresa,0.5906
easybodyfit,0.9083
venezuelaaldia,0.2082
small1ldy1,0.9929
acc_cv_ua,0.2957
cheezwitham,0.9331
sportsalertnews,0.7285
ScurveXperience,0.5660
SolDeCuernavaca,0.0155
RPAutomation,0.1601
Dreuz_1fo,0.2789
SebastianGogola,0.7953
COVID19TRACKES,0.0985
RadioMankato,0.1414
jatengtodaycom,0.1382
BNoticiasMx,0.0319
eltipografo,0.2540
InfoNewsPentict,0.1935
385Grados,0.3350
Billboard_JAPAN,0.1739
PolsekJerukleg1,0.4295
Acordacidade,0.0002
fercruzp,0.1321
kryptopolitik,0.0315
CambioDigital,0.0568
iReporteronline,0.0741
EntameNews_,0.4808
pacorromendoza,0.0361
Natashaicwhatud,0.9903
leonardwuest,0.0999
contrapartemx,Error
Periodico5inco,0.1224
BleedingRoses1,0.9890
UniObregon2,0.9331
NewswireA,0.0010
sunugal24,0.2175
LosOlvidados9,0.5376
zu5kokd1,0.1021
support_dem,0.9913
NuevoSurBolivia,0.0177
NHKWORLD_News,0.3206
UkPoliticsV,0.9852
GulfB2B,0.5214
salernonotizie,0.0017
WhenWillItEnd99,0.4212
raphaeldogg,0.9972
arpassv,0.0766
comanchelaguna,0.5455
expressjanhit,0.0006
Weeklyvoice,0.6597
punefast,0.9565
1111HigherSelf,0.9991
ddearce,0.3023
SulPanaro,0.3237
contentspot,0.1977
SYV_News,0.0319
UniradioInforma,0.2840
JangkarPolsek,Error
UniMexicali,0.4701
HiGueAmber,0.1683
opiniondezamora,0.3846
sardanews,0.1466
AlimiNews,0.0046
blogdolauofc,0.0023
Las2Orillas,0.9626
KompasEkonomi,0.0071
Haber1m,0.0332
rcrockett,0.9737
sbrady1231,0.8136
ellenerich,0.9415
deseguridad969,0.1003
queenymom,0.8067
tsargradtv,0.2792
AbadiaEn,0.0415
avasmv,0.0258
Agencia_API,Error
CaliforniaPubl1,0.6589
Jumuahabiodun,0.3738
jorjadavis,0.7933
sputnik_fr,0.9372
LtdWisdo,0.7956
SalmonArm,0.7597
sendika_org,0.0667
primerahora,0.1421
ndealmeria,0.3777
DiarioTAG,0.5839
Kathischu4,0.9997
Delindependient,0.1522
KohiNur88069841,0.6698
LaRegionWeb1,0.2334
SutrisnoTedi,0.8205
RPN_Oficial,0.3424
tuttonapoli,0.7818
ETIndustryNews,0.6979
ElmarplatenseOK,0.2260
MiddleEastEyeFr,0.9060
tlaxcalaaldia,0.1928
BBCIndonesia,0.0174
theupdaterpost,0.0216
RKMNoticias,0.0406
Todayglobalews,0.9969
Haceinstantes,0.3925
euronewsfr,0.9477
sekaran_polsek,0.0001
greatindiablog,Error
polsek_kaur,0.1011
rayleengale,0.9546
RADIONOSTALGICA,0.9043
updatednewsca,0.9026
online_satelite,0.4375
InforiosCL,0.9706
cardlessnews,0.3787
la_informacion,0.3919
mahajan1bhushan,0.2997
Corney1954,0.0192
leakersng,0.8791
telefebahia,0.0760
Boy22955166,0.1772
MTPNoticias,0.0298
o_parana,0.0023
pradana_happy,0.2177
TheNigerianVoic,0.0097
tehemmak,0.9973
LaGuajira_,0.4416
fiestasaquiapo,0.0268
Le_HCR,0.3286
Urmediumcom,0.5186
Liverdades,0.0848
thestartuptoday,0.0090
luv_wins_,0.9610
swimmsolutions,0.0305
VoceroPR,0.3499
ekointernethab,0.9979
KatzAngie,0.8455
gazetekritik,0.0631
ichunoticias,0.0001
istanbulgercegi,0.1492
utamanewscom,0.4739
InfoFokusi,0.6975
rpa_star,0.1798
CeeJayT07381069,0.6222
MightyHealthful,0.3586
Stijl,0.0924
Voiceairmedia2,0.3757
econewsbot,0.7681
RoboDefenceBird,0.8159
GrossetoNotizie,0.4849
Prastiyoandi1,0.0010
hagamos_noticia,0.0594
Eye_on_Pakistan,0.0189
FlashSiberia,0.8733
elsoldepuebla1,0.0239
PoderesAzmedios,0.0452
PoderCiudadanoo,0.6598
01eg08031,0.6190
NBC6News,0.0153
indiashor,0.2669
DemianBlg,0.3023
TribunaOnlineES,0.0073
dipbonaerenses,0.1074
starplus_tv,0.1826
akamasensei,0.0902
bot42014871,0.0007
sumsel_update,0.0754
eldiario_net,0.3731
tribunacampeche,0.1396
DigitalBoli,0.4472
paris_juin,0.9590
henry_hwang,0.9881
HuffPlatform,0.2699
AmeliaJRobinson,0.9944
newzviewzoffice,0.1020
RobertCooper58,0.4443
MyCityBeat1,0.9928
LFrachetti,0.0236
saramark112200,0.6339
caldev3,0.9717
howarddevans1,0.9397
alicanteplaza,0.7298
ratemytopics,0.8854
SmolNarod_ru,0.6711
GayEqualGlobal,0.8537
elindepcom,0.9070
amanusa2kepri,0.6409
AustralNoticias,0.4351
LiveTopnews,0.0179
wznachrichten,0.1059
Ramon2448,0.9658
VegaYVege,0.9757
AP_Noticias,0.0222
Doraemonku6,0.3690
KFM936,0.7234
Rizkyputra4246,0.0062
leoventuresllc,0.9762
MundoTamaulipas,0.1295
NewsFlat,0.0080
HeriParyono2,0.4496
ExpressK_KZ,0.0344
AsiavilleM,0.0998
RakyatGarut,0.0015
SunTimesDaily,0.7315
polsek_tk,0.1911
vankapro,0.8691
klatsch_tratsch,0.3904
embe05,0.9173
IrishSunSport,0.4470
explorer_viet,0.0118
CronicaUno,0.1371
Radio_BFM,0.0226
giuseppeargent3,0.9793
phwxacts,0.8796
lizzardo7,0.9485
Sollencia,0.9798
GeeksNewscom1,0.0842
ChacoHoy,0.1237
portalbrasil123,0.0041
OdishaRay,0.0229
SingaporeJobs88,0.3952
NTelemicro5,0.7700
wgoqatar,0.0080
BradfordTodayCa,0.8489
LiberalLoner,0.9994
devi_bimantoro,0.0152
generosomarcelo,0.0011
90gradosmx,0.0460
Societybytesr,0.5790
cordopolis_es,0.8736
tehikucluster,0.0625
nayaindianews,0.0280
FirstNightArt,0.3803
prevencionar,0.2018
elsoldechiapas,0.6612
Technews_go,0.8465
saenews_,0.0229
anwaltplus,0.2979
sdward1,0.9777
skorindonesia,0.2434
TVSCANAL42_,0.5244
ProperGuide,0.2960
takeonedigital,0.0227
RabbitNews3,0.9867
ellorquinoweb,0.3280
Googles87090745,0.0686
RassegnaZampa,0.4630
hindirush,0.0066
BI_Italia,0.2927
rep_napoli,0.4537
rimbeyreview,0.9628
KanoDaily,0.0866
ChiNitipat,0.0991
thekeygist,0.2788
Revista_EyN,0.0826
20mUsa,0.1310
sphynx_tee,0.0057
ElPost3,0.9609
nick_chater,0.9571
MyZAcoza,0.0539
kfedigitalweb,0.0533
taytay_pcr,0.0003
ANI_multimedia,0.0195
eldia_cl,0.0244
kiaoze,0.0251
maria0000141,Error
JBellamy110,0.9975
todays_echo,0.0298
breakingnews4uo,Error
Thairath_News,0.1017
wzduesseldorf,0.0447
dingdongmusic1,0.5719
unomasunomx,0.0842
AlenKarabegovic,0.6244
lacapitalmdq,0.0868
SoldeTlaxcala,0.0608
Bem97634622,0.0019
RKhodadadian,0.9902
roccodallas,0.0894
Gdad1,0.8101
KevTKel,0.9718
RevRadioUSA,0.9999
atlantico_hoy,0.7854
zvezdanews,0.8071
DroneStories,0.2888
MedialokalCo,0.0041
malundekadama,0.0054
Dammylink,0.0356
JornadaOriente,0.0217
AledehLive,0.5960
MicheleKearney,0.8009
LiveIndiaTimes1,0.0647
KazTengrinews,0.0229
yakuzaishiwatch,0.9864
djoloff24,0.0088
sitioandinomza,0.1187
rina_novitasari,0.0512
gndiario_es,0.2891
Lavozdemedina,0.2584
Reportcardodia,0.0009
orientalnewsng,0.0600
SomosFancom,0.0313
Polair_Res_Sbg,0.4981
directorylib,0.9429
etvtelangana,0.0510
Japenmanjung,0.0002
timescoid,0.2356
ideal_almeria,0.5426
OaxacaPolitico,0.3828
chandanchanda13,0.3522
vipeoples1,0.1214
albswisstv,0.9128
ElDiariodelaRep,0.7613
Ziare_com,0.9841
DailyStarLeb,0.9558
NgatminWijaya,0.0002
fmsol915,0.6044
news_suisse,0.8722
JosPaul25075644,0.1936
PJMedia_com,0.9939
brolingo,0.9946
Mediagol,0.1688
pagina_central,0.0927
allarebananas,0.9542
z101digital,0.2360
GoAcehco,0.0087
BX1_Actu,0.6082
PortalEducatori,0.8384
InStyleWoman,0.0932
Medienhaus_Schi,0.5808
agnusteziutlan,0.1006
radioperiodicos,0.0395
Portalbmk,0.9750
HELENEHmarly,0.9994
Blondie_Robert,0.0025
FEMsrl,0.1117
Invasorpress,0.4119
androitgujarati,0.0033
sabisabigist,0.9247
carinahaley,0.1174
NY1noticias,0.1662
LaBandaDiario,0.0605
infoPKU,0.0037
RoqueRivasZ,0.0222
thedpsadvisors,0.6291
King07688888,0.2060
kittytaeng,0.1025
7sur7_cd,0.1438
HACTEHACCCP,0.1095
gangwar_rohan,0.1551
MonTerrassa,0.8770
Spireship,0.9705
MortgageNewsUSA,0.3560
PushMaroc,0.0733
Election_NC,0.9936
abidsahu92,0.0082
1stKiersten,0.2202
Elzorronortino,0.8924
GenioWordpress,0.9581
gomuslim,0.1281
Vivianl64598993,0.0078
DrHousecallsPV,0.5884
PeggyStuart,0.7863
trendticker_tr,0.3894
JudiciaryNews,0.4284
HealthUpdateTh,0.9639
ConRafaTV,0.9649
sinvole,0.2665
FeHindi,0.1457
dorosham2,0.0605
92AcuraGSR,0.9774
tz_corona,0.1732
mkaswa,0.6804
RakyatSulsel,0.0343
diariomallorca,0.0481
RadioSavana,0.8031
LN_Online,0.0024
cawtvnet,0.0182
metro_vaartha,0.3328
Mabbycrankyp,0.9372
Andhravilasnews,0.5319
tribunasertao,0.7897
KrishnaPChalla,0.0843
haibundacom,0.0048
siga_atmosfera,0.0022
novostivrn,0.0035
antaralampung,0.3426
elcomunistanet,0.0827
HawaBinate,0.9264
VIFreeDaily,0.9689
JAMUJOWO2,0.1646
AmericaDialogue,0.5926
Homaionkabir,0.0287
DelSecretas,0.9208
giornalettismo,0.5968
gm_products,0.0032
ceinmaelisa,0.1238
SahebSamrat2,0.9989
KnowledgeP001,0.1849
ProyectoPuente,0.9408
AntonCountrySup,0.7470
Sie7edeChiapas,0.0305
CorreodelCaroni,0.1187
foreaders,0.8248
CWyant1203,0.3335
gorvesti34,0.1165
PortalRP10,0.9624
SphynxTee,0.0004
prioritydate,0.9890
davidrangel51,0.9366
parlamentopb,0.0010
YourBozo,0.1459
IPSIvoire,0.2938
TSIUSA,0.0306
kabarrakyatid,0.0063
mobilsocialusa,0.8443
genreviewsin,0.2877
kamupersonelim,0.3612
Duyujiedamaker,0.0150
maesba4,0.8702
brimob_kaltim,0.0007
OsvaldBertolino,0.7884
mesa_plural,0.9878
ARCBriefing,0.0044
Humasekdungkek3,0.1827
indoximity,0.5749
AuthcomInc,0.9889
moliticsindia,0.0063
TheWorldNewsENG,0.9747
chesterfieldtea,0.0080
canal12nica,0.3906
stevebenke,0.6591
LaTorre1905,0.0454
rezafallahi1367,0.9712
RayN_Texas,0.9525
Satmepa,0.7370
Marcvondem,0.9798
drkatraphael,0.8613
gmarie55,0.9857
1reddragon696,0.9964
BigDimeBetting,0.9999
Inf_Alternativa,0.3889
RobertW81555222,0.0438
DiariodeCLM,0.6549
NewsParho,0.0702
premiumnewsnig1,0.8944
LesoirSports,0.2381
1962cg,0.9788
360healthpedia,0.8215
SuccessfulFolks,0.0047
richgang66,0.2798
NoticiasMXP,0.0112
PresenciaAN,0.0544
MoonAngelWings,0.8216
newsfordelhi,0.7586
uohanalilly,0.3773
BabyPointHub1,0.9946
canal5sancle,0.1299
i24NEWS_FR,0.6314
freedarkwolf77,0.9895
omunicipiobru,0.0016
kkverma00007,0.3076
entuxsentidos,0.0102
Eurocops1,0.4781
BernerZeitung,0.4101
HOT_BacHi,0.0626
amirhamidcom,0.1341
StarvisionNews,0.1749
BalGovindPasi2,0.0039
kodim1806,0.0235
VinodRajotiya82,0.6471
brscottmy,0.8682
daily_research,0.0316
okoriechinaza11,0.0467
kmegargle,0.5830
TheNewzler,0.0499
KRjogjadotcom,0.0042
Tagggly,0.8254
InvestingDE,0.1084
PatchCalifornia,0.2712
newsua_one,0.6929
SouDePMW,0.0003
rubitv_cat,0.0551
Opinion_Bolivia,0.1177
__Bot1,0.0893
AhmedabadNewsO1,0.0093
linterviewcd,0.0268
d_roneal,Error
bessy_c3,0.9969
SekilasM,0.4147
ltoons,0.7491
VisionPe,0.0878
PortavozChiapas,0.0275
CUBAnoti,0.2461
reporterpb,0.0042
axidentaliberal,0.9999
humaspolsekkrm,0.0066
AlfredoSergio1,0.0008
igneousidol,0.4658
wtc_radio,0.1639
limportante_fr,0.1790
IRISHAVIN,0.5705
LRPow79,0.9696
amsterdansantos,0.0008
RegianeSLeite,0.6288
O_Kanha_,0.4319
1616hiroshi,0.9709
countingcovid,0.0131
TelecomNewsAgg,0.8933
OpIndia_com,0.8764
OnlineBizRev,0.7910
EustquioLuizDe1,0.3115
netralnews,0.0859
Mahalive_,0.0315
InfosIsraelNews,0.1280
Style17strings,0.8769
ShinyHappyMedia,0.9838
Red__Accion,0.8394
ErinSnider10,0.6454
thelegalesquare,Error
Ghar_GadotaBpcl,Error
KakasPolsek,0.0051
ETVBharatUK,0.3410
astuteinvesting,0.1970
HarrysCoffee1,0.0404
jornalmovnews,0.0000
reportasepapua,0.0025
okubeninet_,0.8836
MetroTimesNGR,0.4399
izeksblog,0.0146
monitorulsv,0.8521
alkassdigital,Error
starjogja,0.0649
Satlantasbungo2,0.0010
benconewsroom,0.0941
TvDaima,0.0268
RiveraMiCiudad,0.8111
Nials5,0.9982
EPS1991,0.9896
MascarillasA,0.3455
consiguetrafico,0.9581
canoe21,0.0805
EDISONJACOB11,0.0730
burgosconecta,0.6005
LALewman,0.2199
pbhoje,0.0009
fullview_sa,0.7412
dermanewsok,0.6338
24_finanza,0.1078
NextgennewsO,0.1063
caminhosdorio,0.0004
Rose52413,0.7917
RomboidalCuba,0.3079
KudlaNamma,0.0160
sdwhite,0.4878
i_zekel,0.2808
noticias_cuatro,0.1441
kathmandupati1,0.9173
contract_man,0.0145
CovidConfirmado,0.0025
culturalanacion,0.2317
mldxoxomad,0.0256
Cap_Institute,0.9895
enfoquesanluis,0.3031
DharitriLive1,0.0692
jayusanskar,0.2979
AnilKumarKapil9,0.0220
gilnar76,0.2251
gonzalez50505,Error
noticiasgob_na,0.6569
bdnews24com,0.0071
manausalerta,0.0053
NewsShankhnad,0.0846
AtalSamachar,0.0633
PianetaMilan,0.2354
wknachrichten,0.3331
RCNPublisher,0.0005
officialliputan,0.0371
FrankGalvin9,0.7340
Trump_Force1,0.9949
StageYaneu,0.9361
Ciptaningsih10,0.0660
mohammed_coo,0.9084
ingorj,0.9206
sedayudua,0.7409
scott_cb,0.9792
oceanerazzurro,0.9970
Arindeep3,0.0003
chryschrystello,0.8577
freddyatton,0.9410
mvdpmr,0.9798
LaOpinionLA,0.4637
Reinigung_Mundt,0.0297
jacquelynebloh1,0.7093
SCoastHerald,0.1254
Thailandplus1,0.0009
ElSudcalif,0.0482
AjsAccountants,0.0011
05_fala,0.0241
INtricountynews,0.0059
courrierouest,0.3594
diariomediamza,0.0168
TunariCba,0.2854
BollywoodlifeHi,0.0122
filmykhabrifeed,0.0027
NewsHimalaya2,0.0629
mynet,0.2418
notife_noticias,0.4562
MCRiau,0.0964
news_rimini,0.1773
jornalopcao,0.0039
Cubfan13241,0.9992
littletboca,0.9690
TomandSteffani,0.0063
PeriodicoToledo,0.9535
hacking_future,0.4903
BALVIND81553704,0.4697
EnSuddi,0.1572
LeHuffPost,0.9053
lavozdetalavera,0.6971
Farbeka,0.8047
portalfonte83,0.0012
neuepresse,0.3822
horizontetunero,0.5976
DiarioHuelva,0.7919
AgroCampana,0.9712
UnsortedCo,0.9681
EdySusa70279970,0.0284
diarioenlalinea,0.0281
portalcamaquars,0.0075
statevision_jmu,0.3152
AlephsMom,0.2699
TeresaMac2009,0.9969
LT7Noticias,0.1925
tagblatt_ch,0.5052
toplivenews,0.2023
muryati00525656,0.9842
OfficialiNewsTV,0.0011
baltsunworld,0.6784
p12_diff,0.9984
oxygist,0.0456
kuaro_polsek,0.3577
CheyenneDancer,0.9894
NAIJA_NEWS_BLOG,0.6212
IanSpindley,0.9797
Republic_Bharat,0.0004
Lopinionista,0.1748
FarFaithNull,0.9536
bessy_c3,0.9969
WitmerCarl,0.9539
UNN_News_agency,0.2433
JudithS97738428,0.8084
Earthtenant,0.9865
bat_tui,0.1166
ConAcento_not,0.1019
Eleconomistanet,0.2768
Jmf134Jeff,0.8465
sasyecat,0.2844
EDNTVHN,0.2237
dinkeskalteng,0.0063
OpenviewOpen,0.6763
torynowdotcom,0.8630
RandyMBell,0.9941
clubjuridico,0.1037
SACoronaMonitor,0.4295
PolOpinions,0.1917
LetsMaui,0.0587
goa365tv1,0.1076
IDNNews_id,0.0057
news_bologna,0.9621
SalesAgency_com,0.0715
omyword,0.9621
smnewsru,0.4580
MikeRJohnson777,0.8070
JohnGranja,0.5628
theiconomic,0.0976
karen3678,0.8671
BrownMendes1,0.9988
broinlaw1,0.6010
TrialBulletin,0.6358
saluteh24com,0.6338
BashorunGha,0.9830
Tuitersion,Error
yabiladi_fr,0.2095
Gconfidencial,0.7336
MrConnection,0.9990
InfoCilentoWeb,0.1887
Infocamptgn,0.0449
NewZRadar,0.2415
Shemdavid12,0.2516
ElSoldeMzt,0.0061
marcos_pontes,0.9173
MatthewCBS7,0.8786
FortunayPoder,0.0597
AlacritousCrier,0.9994
mittelstandcafe,0.4255
Telegrama11,0.5920
TolucaGob,0.1062
RedazioneTvcity,0.1689
arishmaryshow,0.9355
ThePenBugs,0.0196
coronainfo_gr,0.1561
ARAeconomia,0.3322
Cronicadexalapa,0.1411
SCOURING15,0.9737
NEWSBLOG5,0.3198
mccossu,0.8785
MonumentalCR,0.0724
Mike_Empirelpm,0.7850
netdakiyahindi,0.0233
GlassHalfFull57,0.9958
qalanewsaz,0.9320
JohnKaminar,0.9686
Eurofactor1,0.9574
lasprovincias,0.8998
JunInoue20,0.8659
KGerard63,0.9956
EasyYukhon,0.0030
hazelinealejan2,0.9932
TOIBhopalNews,0.0585
P_SungaiKakap,0.0139
Aficion_Central,0.7761
Republic_Bharat,0.0004
AndrewRKing_EU,0.2083
aryavartwebnews,0.5875
raphaeldogg,0.9972
pjoshi095,0.5870
CarrieFriend49,0.9518
timernewscom,0.3090
ektaka,0.9106
DaisyNBo,0.3960
setkabgoid,0.0007
TheFANMankato,0.1688
ajgma,0.9862
News_Messenger,0.0965
Porticonoticias,0.5807
lavocediasti,0.7687
SektorPlayen2,0.0327
AkeliciousMedia,0.4647
drspl5,0.4131
PortalR3,0.0004
elpoliticonews,0.2664
Fantacalcio,0.0178
DbAshby,0.9598
bazonline,0.2057
rayleengale,0.9546
eurodiplomat,0.7996
pazpeine,0.0902
latest_naija,0.7185
HumasPolresLB,0.0001
invertirmejor,0.8637
EuropeNews_b,0.9773
periodico_lavoz,0.5728
eha_news,0.9288
HawaiiFreePress,0.7606
lotsofuss,0.0805
CBSNewspathLive,0.1792
Abama2011,0.0030
CompactoNea,0.0501
jose652524,0.0795
AqeelAn02985865,0.0625
andThisAndThat,0.9778
KingJerry146,0.8585
PacSHub,0.1850
CriticaSur,0.7698
Jornaldamidia,0.0001
elmundohn,0.0570
AhoraGranada,0.0728
Pradeep57505668,0.9838
sharp_bharat,0.1167
Man76Infantry,0.9173
WSTimes24,0.8920
MSNLocalBoston,0.7848
Hpalasah1,0.0018
antioffline_,0.0450
Jarrak_Pos,0.0483
imagesbyeric,0.9972
killicktom,0.8384
miamigomascota,0.9945
AldergroveStar,0.9929
samuel_edberg,0.0010
RdtRadioStation,0.0383
Govtjobinfo4u,0.5318
TexasFourplex,0.4148
newpowergame,0.3252
DayakDaily,0.0078
Udayindiaonline,0.0078
NewsUpdater7,0.0677
SekMako,0.0047
Arafath74,0.2205
maxuel84,0.9640
orangenewsfr,0.7274
a3noticiasqro,0.0330
PolsekTSiwalan,0.0484
DCordell2016,0.9899
aquarius1049,0.9907
pulau_polsek,0.2441
volcan03,0.9819
NewstownI,0.5189
JCarlosdePC,0.8821
LodosHaber,0.0162
Confilegal,0.9265
mediakendaricom,0.0046
China_Fact,0.6946
BlogCesarVale,0.0728
NewsFastly,0.0443
JustListedBC,0.0046
CireAmai,0.9653
NoresteDigital,0.0806
CapitalRadiotz,0.0733
ButterflyLove_8,0.4112
MaliwebNet,0.0927
LaPrensAustral,0.6484
BKertasari,0.0013
PR_MCulture,0.0003
GoposId,0.0389
ChameleoNyc,0.9972
AlanInnovation,0.6849
ElizabethAlver6,0.7488
BentengSumbar,0.0092
UAE_Forsan,0.0127
krskkpru,0.0096
LexisVeille,0.0323
KJNO816,0.2676
comoresinfos,0.0380
TopNewsRussiaa,0.0963
politicaalagoas,0.9712
PVSLine,0.0796
NigerianDiary,0.8459
rsszero,0.8983
RocksNoSalt,0.8764
screenfeen1,0.0510
DailyTribunal,0.0364
Epijobs,0.5625
OffsiteCyNews,0.0713
AkaNewsOnline,Error
TechPowerNews,0.7367
CountyMono,0.0021
healthcarejon,0.9989
yakutia_24,0.0031
suzyq8825,0.5399
sulsel_satu,0.0167
e391615r,0.8705
MaureenMannion2,0.4165
SAARTEXT,0.0377
ACritica,0.0004
telefetucuman,0.0358
minutounocom,0.3510
ElectionLaw,0.0004
Solarman1955,0.9888
muzirizpost,0.4140
OptimumTimesnow,0.0070
olivier_patti,0.0208
pawdebb,0.8646
OyeMbah,0.3711
kodim_0710,0.2861
mediabanco,0.2246
Wilkensonknaggs,0.4557
TBReporter,0.0162
VargasEsNoticia,0.1103
Vivek44239530,0.6373
radaramazonico,0.0417
PopCulture,0.0106
PorvenirCuitzeo,0.6683
Noticentro13rd,0.0501
Nordkurier,0.0205
Soyquintopoder,0.2973
atgnctweets,0.6292
