userid,user_screen_name
863695116053078017,CarterHamill
1294316217398829056,NorthernGather2
2780602553,jjhonson915
136815562,terriblewis1
854065048683204615,organicdot
251869750,DeannaSpingola
605415002,RealPro4Real
1429957364,DavisFelisa
2583900933,Ladybir65458293
341020028,DrTessaT
1188435109881491457,DanPapineau
1133366858453663745,squawkying
1239345400286502913,nymammabear123
3667512252,ChristerCarolus
2914455752,Huber8Ronald
1271871822691254274,FelixWankel125
204937893,abbavitch
1225970928791609344,ScorpioJanie
873411716,elm379
4698922388,JustinCzas
3900871457,mar_iyen2004
2964750899,TheGalvinGang
1393537003170537475,HegliK
1310820748697702400,QuadCitiesWater
22822556,andyoval
1213551236705730560,GiorgiodiMilan1
1333413711877459968,sabribri1977
277124500,bubbagumpfoo
151631361,StormqueenPaula
1086375248541421568,roymanu41
3130602509,ChrisBachman3
2192010002,WSeparates
702556223523000321,crudometkin
1194563413,BeNonHuman
539069822,Ai_intolerant
14318291,Ruben_DeHerdt
1248430973257003011,Monique78432829
1395647989,CaliChick777
410734320,michelefitzy1
911949868343607296,thedressjunkies
935640169176219648,stezia7
1196151609400733696,hotorchilled
42034114,mooncindylu
2973753519,moran_07
41986785,SharpieDj
1383830205551108111,Extranenne
220584725,pascalfrog68
1181731349213761536,giginehotmailc1
33376663,cherylm5kids
2947202693,eazerrhm
16529856,PalczynskaAnna
26855173,bkfitness
1218023542471544833,dandaman4us
824038218916130816,GabrielaArcini2
1083714998919221248,AyeshaSyasin
46637282,SalomeLou06
243803705,Juzwik
1257935241970417665,mairdee0211
1401248481336086530,drrachelwest
496648410,TheRealnessPHD
1203152672683184130,GHOST_LETTERS
976531543471505408,QuanKimberly
1192534206699757569,Ioana83216316
125630810,warningshout
1268962253761654785,RomanGarza111
305245773,muhamedkalema1
962172485943914496,WeCanBuild16
109301697,wakoppa
835677232064512000,creedangelal
1110916006476738561,2talltony2021
784990648478740481,D26011980
809555556,Rayrayace
867828269328080896,dihoppy
12653442,MBLNC3
1114550006864855042,TruthTeller315
3310933380,WhiteRabbitLane
864230060177457154,Scott75389316
82672358,teekenbb
1268550680115118080,Norikonewyork
778923280904355840,joy_patriot
637211551,MzucamMzukisi
77440334,eclectelectric
789845232,imagin91
195482280,weymanstycoch
1291310624639787009,BashayerBebita
2732571223,JayTWeinstein
1279138103307964417,KCottenden
2546768306,chef_shar
1244355645991718914,Common_SenseCO
45165189,MaTaliano
2812776400,MollyGalt
1164719433534885889,G0rillaMay
1139510471890014209,Cherri74887119
1151241472328552448,GoogleExpertUK
230279984,jonettelaurie
4916744986,cpavraica
756181507,PapiJubJub
937985749,ParadiseLostAgn
2711184571,IndigoHawthorne
255873231,AssassinMerkin
1357380366299000834,KatiePPetersen
797092892724568066,heavyed65
1321404536305733634,AnitaStewart
416467884,PositiveRadio
61298849,Rachel37162942
1349534558774030341,Sarah_Q_Smithy
1063265077481140224,Laura66129850
914315513815339008,yspearl
744856700969193472,Alex_Dix
968279907355844609,bds1951
60891708,SeekTheFacts
898693686560731137,ARENAYMAR14
24470923,AsthmaCoach
2368575918,Aek_Si_0186
769597437505863681,pam_pinklady
789307401958727680,downsideupwards
2515907011,JoseGal67300306
1272713395805052931,Time2change17
2261926237,bob07366396
38254125,fiebiePup
4895230348,Dianevinn
161382169,dianette1979
837683814470201345,therealLATat
719959790240329728,DrNoMask
982279957924728834,dharmabuilt
17903589,Getaclue77
878827940166811648,Mikemonahan6
1927839384,xenosstinkriti
1173659628179197954,fatherdaddy
626982783,shekinah1313
2880122418,joejoe80495073
2614180748,KindeandTrue
111627266,aleneagain
886371867803635712,Ruby42162911
1371226721521971200,GladysSmith_Cat
784078004448206848,annieone3
362708080,buckinghamfount
498002395,madrynha2012
1127996549953228800,leighawilcox
1446245624,BeyDeon
1262769248591507456,SharBlanton
