userid,user_screen_name
363126921,jerich0_
1200256647483908096,MayooranShan
336559341,InspectorBaboon
1729536781,booksandmycat
4377045556,mdotanton
501222926,JamillaHussain1
167951118,threepeaks74
1727594178,KarenOcamb
21722736,sunnshineart
1584367615,JayFofah
31641255,MedVadelMohame1
503035623,MariaZalm
1199027732581097472,kircshtaria
2891250889,TomDickson
1339835282,scubapoet
716230688832430080,tx_nyer
15745256,A2Nothing
354995898,SuperJackTweet
